Contig	FOUR	THOUS
ruditapes2_c1869	5	6
ruditapes2_c187	1	2
ruditapes2_c1870	0	0
ruditapes2_c1871	24	31
ruditapes2_c1872	25	43
ruditapes2_c1873	0	1
ruditapes2_c1874	0	1
ruditapes2_c1875	1	6
ruditapes2_c1876	0	1
ruditapes2_c1877	4	6
ruditapes2_c1878	0	0
ruditapes2_c1879	6	20
ruditapes2_c188	59	189
ruditapes2_c1880	0	0
ruditapes2_c1881	6	9
ruditapes2_c1882	5	9
ruditapes2_c1884	0	0
ruditapes2_c1885	1	1
ruditapes2_c1886	67	73
ruditapes2_c1887	1	1
ruditapes2_c1888	49	73
ruditapes2_c1889	4	4
ruditapes2_c189	7	12
ruditapes2_c1890	1	2
ruditapes2_c1891	30	190
ruditapes2_c1892	13	13
ruditapes2_c1893	1	0
ruditapes2_c1894	3	3
ruditapes2_c1895	1	2
ruditapes2_c1896	0	0
ruditapes2_c1897	6	8
ruditapes2_c1898	1	1
ruditapes2_c1899	22	27
ruditapes2_c19	10	4
ruditapes2_c190	0	0
ruditapes2_c1900	0	0
ruditapes2_c1901	0	0
ruditapes2_c1902	25	23
ruditapes2_c1903	6	8
ruditapes2_c1904	3	4
ruditapes2_c1905	60	66
ruditapes2_c1906	6	14
ruditapes2_c1907	0	0
ruditapes2_c1908	263	514
ruditapes2_c1909	16	31
ruditapes2_c191	56	47
ruditapes2_c1910	4	2
ruditapes2_c1911	0	1
ruditapes2_c1912	0	0
ruditapes2_c1913	0	0
ruditapes2_c1914	6	4
ruditapes2_c1915	2	2
ruditapes2_c1916	3	26
ruditapes2_c1917	4	2
ruditapes2_c1918	19	28
ruditapes2_c1919	19	33
ruditapes2_c192	15	21
ruditapes2_c1920	4	12
ruditapes2_c1921	5	17
ruditapes2_c1922	5	8
ruditapes2_c1923	48	57
ruditapes2_c1924	7	12
ruditapes2_c1925	16	21
ruditapes2_c1926	5	3
ruditapes2_c1927	0	0
ruditapes2_c1928	4	25
ruditapes2_c193	2	0
ruditapes2_c1930	46	32
ruditapes2_c1931	3	4
ruditapes2_c1932	0	0
ruditapes2_c1933	0	0
ruditapes2_c1934	9	16
ruditapes2_c1935	2	5
ruditapes2_c1936	1	2
ruditapes2_c1937	0	0
ruditapes2_c1938	1	1
ruditapes2_c1939	15	46
ruditapes2_c194	0	0
ruditapes2_c1940	1	6
ruditapes2_c1941	3	9
ruditapes2_c1942	0	1
ruditapes2_c1943	3	5
ruditapes2_c1944	15	33
ruditapes2_c1945	7	7
ruditapes2_c1946	0	0
ruditapes2_c1947	2	2
ruditapes2_c1948	0	0
ruditapes2_c1949	2	3
ruditapes2_c195	11	12
ruditapes2_c1950	0	0
ruditapes2_c1951	0	1
ruditapes2_c1952	1	2
ruditapes2_c1953	0	0
ruditapes2_c1954	3	8
ruditapes2_c1955	1	2
ruditapes2_c1956	1	2
ruditapes2_c1957	14	18
ruditapes2_c1958	27	33
ruditapes2_c1959	0	1
ruditapes2_c196	0	0
ruditapes2_c1960	0	0
ruditapes2_c1961	10	6
ruditapes2_c1963	0	0
ruditapes2_c1964	8	17
ruditapes2_c1965	3	7
ruditapes2_c1966	3	4
ruditapes2_c1967	0	0
ruditapes2_c1968	0	0
ruditapes2_c197	6	10
ruditapes2_c1970	1	1
ruditapes2_c1971	0	1
ruditapes2_c1972	18	13
ruditapes2_c1973	7	6
ruditapes2_c1974	3	6
ruditapes2_c1975	0	0
ruditapes2_c1976	4	4
ruditapes2_c1977	4	5
ruditapes2_c1978	0	0
ruditapes2_c1979	0	0
ruditapes2_c198	32	123
ruditapes2_c1980	0	0
ruditapes2_c1981	1	1
ruditapes2_c1982	0	0
ruditapes2_c1983	0	0
ruditapes2_c1984	9	8
ruditapes2_c1985	4	22
ruditapes2_c1986	2	3
ruditapes2_c1988	2	2
ruditapes2_c1989	11	27
ruditapes2_c199	66	94
ruditapes2_c1990	0	0
ruditapes2_c1991	0	0
ruditapes2_c1992	22	46
ruditapes2_c1993	0	0
ruditapes2_c1994	0	0
ruditapes2_c1995	11	12
ruditapes2_c1996	10	22
ruditapes2_c1997	1	4
ruditapes2_c1998	1	1
ruditapes2_c1999	5	8
ruditapes2_c2	2	7
ruditapes2_c20	1	2
ruditapes2_c200	22	65
ruditapes2_c2000	1	5
ruditapes2_c2001	37	71
ruditapes2_c2002	1	3
ruditapes2_c2003	0	1
ruditapes2_c2004	0	0
ruditapes2_c2005	1	2
ruditapes2_c2006	0	0
ruditapes2_c2007	11	21
ruditapes2_c2008	3	9
ruditapes2_c2009	0	0
ruditapes2_c201	0	0
ruditapes2_c2010	7	10
ruditapes2_c2011	6	17
ruditapes2_c2012	4	5
ruditapes2_c2013	9	15
ruditapes2_c2014	0	1
ruditapes2_c2015	0	0
ruditapes2_c2016	7	10
ruditapes2_c2017	0	0
ruditapes2_c2018	0	0
ruditapes2_c2019	1	2
ruditapes2_c202	2531	5918
ruditapes2_c2020	1	1
ruditapes2_c2021	1	1
ruditapes2_c2022	38	63
ruditapes2_c2023	1	0
ruditapes2_c2024	0	0
ruditapes2_c2025	3	3
ruditapes2_c2026	7	6
ruditapes2_c2027	3	2
ruditapes2_c2028	2	6
ruditapes2_c2029	3	3
ruditapes2_c203	1203	3816
ruditapes2_c2030	5	13
ruditapes2_c2031	5	19
ruditapes2_c2032	0	0
ruditapes2_c2033	0	0
ruditapes2_c2034	0	0
ruditapes2_c2035	2	2
ruditapes2_c2036	8	9
ruditapes2_c2037	0	0
ruditapes2_c2038	0	1
ruditapes2_c2039	0	1
ruditapes2_c204	2	0
ruditapes2_c2040	0	0
ruditapes2_c2041	6	5
ruditapes2_c2042	0	0
ruditapes2_c2043	1	2
ruditapes2_c2044	5	4
ruditapes2_c2045	1	7
ruditapes2_c2046	0	0
ruditapes2_c2047	1	1
ruditapes2_c2048	5	1
ruditapes2_c2049	3	3
ruditapes2_c205	8	9
ruditapes2_c2050	15	55
ruditapes2_c2051	0	1
ruditapes2_c2052	0	0
ruditapes2_c2053	4	3
ruditapes2_c2054	16	22
ruditapes2_c2056	6	7
ruditapes2_c2057	0	0
ruditapes2_c2058	1	1
ruditapes2_c2059	6	7
ruditapes2_c206	3	2
ruditapes2_c2060	5	5
ruditapes2_c2061	1	4
ruditapes2_c2062	2	2
ruditapes2_c2063	2	3
ruditapes2_c2064	0	0
ruditapes2_c2065	54	84
ruditapes2_c2066	8	9
ruditapes2_c2067	4	9
ruditapes2_c2068	12	25
ruditapes2_c2069	5	22
ruditapes2_c207	0	1
ruditapes2_c2070	0	0
ruditapes2_c2071	3	5
ruditapes2_c2072	124	108
ruditapes2_c2073	9	14
ruditapes2_c2074	9	23
ruditapes2_c2075	2	2
ruditapes2_c2076	0	1
ruditapes2_c2078	1	1
ruditapes2_c2079	42	115
ruditapes2_c208	148	239
ruditapes2_c2080	0	0
ruditapes2_c2081	0	1
ruditapes2_c2082	1	1
ruditapes2_c2083	1	0
ruditapes2_c2084	0	0
ruditapes2_c2085	21	27
ruditapes2_c2086	11	37
ruditapes2_c2087	0	2
ruditapes2_c2088	7	10
ruditapes2_c2089	12	22
ruditapes2_c209	1	2
ruditapes2_c2090	0	0
ruditapes2_c2091	1	4
ruditapes2_c2092	0	0
ruditapes2_c2093	0	0
ruditapes2_c2094	13	34
ruditapes2_c2095	0	0
ruditapes2_c2096	0	0
ruditapes2_c2097	5	5
ruditapes2_c2098	0	0
ruditapes2_c2099	12	24
ruditapes2_c21	23	43
ruditapes2_c210	0	2
ruditapes2_c2100	1	0
ruditapes2_c2101	4	9
ruditapes2_c2103	15	32
ruditapes2_c2104	1	7
ruditapes2_c2105	7	6
ruditapes2_c2106	4	7
ruditapes2_c2107	2	3
ruditapes2_c2108	17	29
ruditapes2_c2109	3	4
ruditapes2_c211	0	0
ruditapes2_c2110	1	0
ruditapes2_c2111	0	12
ruditapes2_c2112	5	4
ruditapes2_c2114	17	15
ruditapes2_c2115	4	12
ruditapes2_c2116	8	9
ruditapes2_c2118	9	12
ruditapes2_c2119	2	2
ruditapes2_c212	18	55
ruditapes2_c2120	0	0
ruditapes2_c2121	0	0
ruditapes2_c2122	0	0
ruditapes2_c2123	0	0
ruditapes2_c2124	0	0
ruditapes2_c2125	2	4
ruditapes2_c2126	3	3
ruditapes2_c2127	0	0
ruditapes2_c2128	2	4
ruditapes2_c2129	0	0
ruditapes2_c213	10	13
ruditapes2_c2130	1	2
ruditapes2_c2131	1	1
ruditapes2_c2132	0	0
ruditapes2_c2133	0	1
ruditapes2_c2134	0	1
ruditapes2_c2135	19	37
ruditapes2_c2137	0	0
ruditapes2_c2138	2	2
ruditapes2_c2139	19	21
ruditapes2_c214	0	0
ruditapes2_c2140	5	8
ruditapes2_c2141	2	7
ruditapes2_c2142	15	18
ruditapes2_c2143	0	0
ruditapes2_c2145	0	0
ruditapes2_c2146	0	0
ruditapes2_c2147	0	0
ruditapes2_c2148	1	1
ruditapes2_c2149	9	12
ruditapes2_c215	16	7
ruditapes2_c2150	0	0
ruditapes2_c2151	7	20
ruditapes2_c2152	17	26
ruditapes2_c2153	7	7
ruditapes2_c2154	0	0
ruditapes2_c2155	3	5
ruditapes2_c2156	0	0
ruditapes2_c2157	5	7
ruditapes2_c2158	28	37
ruditapes2_c2159	10	8
ruditapes2_c216	3	7
ruditapes2_c2160	79	99
ruditapes2_c2161	4	5
ruditapes2_c2162	3	6
ruditapes2_c2163	6	12
ruditapes2_c2164	1	7
ruditapes2_c2165	0	0
ruditapes2_c2166	4	3
ruditapes2_c2167	3	3
ruditapes2_c2168	4	8
ruditapes2_c2169	2	3
ruditapes2_c217	14	44
ruditapes2_c2170	17	18
ruditapes2_c2171	1	1
ruditapes2_c2172	30	45
ruditapes2_c2173	1	0
ruditapes2_c2174	219	381
ruditapes2_c2175	2	2
ruditapes2_c2176	0	0
ruditapes2_c2177	0	0
ruditapes2_c2179	1	3
ruditapes2_c218	13	17
ruditapes2_c2180	8	7
ruditapes2_c2181	0	0
ruditapes2_c2182	2	2
ruditapes2_c2183	10	15
ruditapes2_c2184	1	0
ruditapes2_c2185	0	0
ruditapes2_c2186	47	76
ruditapes2_c2187	0	0
ruditapes2_c2188	14	54
ruditapes2_c2189	0	0
ruditapes2_c219	0	2
ruditapes2_c2190	0	0
ruditapes2_c2191	3	3
ruditapes2_c2192	4	4
ruditapes2_c2193	11	30
ruditapes2_c2194	1	1
ruditapes2_c2195	0	1
ruditapes2_c2196	4	3
ruditapes2_c2197	6	8
ruditapes2_c2198	5	11
ruditapes2_c2199	0	0
ruditapes2_c22	2	3
ruditapes2_c220	5	3
ruditapes2_c2200	0	0
ruditapes2_c2201	9	15
ruditapes2_c2203	10	18
ruditapes2_c2204	0	0
ruditapes2_c2205	1	0
ruditapes2_c2206	19	42
ruditapes2_c2207	0	0
ruditapes2_c2208	59	88
ruditapes2_c2209	2	7
ruditapes2_c221	1	1
ruditapes2_c2210	0	0
ruditapes2_c2211	2	1
ruditapes2_c2212	8	19
ruditapes2_c2213	2	4
ruditapes2_c2214	0	0
ruditapes2_c2216	0	0
ruditapes2_c2217	0	0
ruditapes2_c2218	1	3
ruditapes2_c2219	13	22
ruditapes2_c222	1	1
ruditapes2_c2220	0	0
ruditapes2_c2222	3	4
ruditapes2_c2223	1	11
ruditapes2_c2224	7	18
ruditapes2_c2225	1	0
ruditapes2_c2226	8	14
ruditapes2_c2227	12	20
ruditapes2_c2228	2	6
ruditapes2_c2229	1	2
ruditapes2_c223	2	1
ruditapes2_c2230	3	4
ruditapes2_c2231	5	8
ruditapes2_c2232	16	31
ruditapes2_c2233	0	0
ruditapes2_c2235	0	0
ruditapes2_c2236	1	0
ruditapes2_c2237	10	23
ruditapes2_c2238	1	1
ruditapes2_c2239	0	3
ruditapes2_c224	2	3
ruditapes2_c2240	0	0
ruditapes2_c2241	1	1
ruditapes2_c2242	24	35
ruditapes2_c2243	30	39
ruditapes2_c2244	2	4
ruditapes2_c2245	21	85
ruditapes2_c2246	5	9
ruditapes2_c2247	8	16
ruditapes2_c2248	0	0
ruditapes2_c2249	6	10
ruditapes2_c225	0	0
ruditapes2_c2250	1	2
ruditapes2_c2251	0	0
ruditapes2_c2252	1	2
ruditapes2_c2253	0	0
ruditapes2_c2254	12	20
ruditapes2_c2255	4	7
ruditapes2_c2256	86	87
ruditapes2_c2257	0	0
ruditapes2_c2259	0	2
ruditapes2_c226	5	7
ruditapes2_c2260	0	0
ruditapes2_c2261	0	0
ruditapes2_c2262	0	0
ruditapes2_c2264	11	12
ruditapes2_c2265	13	26
ruditapes2_c2266	2	7
ruditapes2_c2268	6	19
ruditapes2_c2269	0	0
ruditapes2_c227	0	0
ruditapes2_c2270	4	7
ruditapes2_c2271	3	4
ruditapes2_c2272	2	2
ruditapes2_c2273	0	0
ruditapes2_c2274	18	25
ruditapes2_c2275	3	4
ruditapes2_c2276	0	0
ruditapes2_c2277	4	11
ruditapes2_c2278	18	38
ruditapes2_c2279	1	2
ruditapes2_c228	26	35
ruditapes2_c2280	2	3
ruditapes2_c2281	0	0
ruditapes2_c2282	0	0
ruditapes2_c2283	0	0
ruditapes2_c2284	2	2
ruditapes2_c2285	5	16
ruditapes2_c2286	4	5
ruditapes2_c2288	9	11
ruditapes2_c2289	85	208
ruditapes2_c229	16	23
ruditapes2_c2290	2	6
ruditapes2_c2291	96	229
ruditapes2_c2292	0	0
ruditapes2_c2293	2	3
ruditapes2_c2294	0	0
ruditapes2_c2295	13	43
ruditapes2_c2296	1	0
ruditapes2_c2297	0	1
ruditapes2_c2299	0	0
ruditapes2_c23	23	22
ruditapes2_c230	19	52
ruditapes2_c2300	3	6
ruditapes2_c2301	4	4
ruditapes2_c2302	2	1
ruditapes2_c2303	5	6
ruditapes2_c2304	11	10
ruditapes2_c2305	4	7
ruditapes2_c2306	0	0
ruditapes2_c2307	11	18
ruditapes2_c2308	2	2
ruditapes2_c2309	1	1
ruditapes2_c231	1	2
ruditapes2_c2310	2	4
ruditapes2_c2311	0	0
ruditapes2_c2312	6	7
ruditapes2_c2313	0	0
ruditapes2_c2314	0	0
ruditapes2_c2315	2	4
ruditapes2_c2316	3	10
ruditapes2_c2317	0	0
ruditapes2_c2318	13	23
ruditapes2_c2319	2	0
ruditapes2_c232	3	5
ruditapes2_c2320	0	0
ruditapes2_c2321	11	15
ruditapes2_c2322	3	7
ruditapes2_c2323	1	1
ruditapes2_c2324	0	0
ruditapes2_c2325	1	2
ruditapes2_c2326	1	0
ruditapes2_c2327	3	5
ruditapes2_c2328	0	0
ruditapes2_c2329	10	13
ruditapes2_c233	37	48
ruditapes2_c2330	6	15
ruditapes2_c2331	4	14
ruditapes2_c2332	0	0
ruditapes2_c2333	2	2
ruditapes2_c2334	56	40
ruditapes2_c2335	0	0
ruditapes2_c2336	6	6
ruditapes2_c2337	0	0
ruditapes2_c2338	44	80
ruditapes2_c2339	4	10
ruditapes2_c234	0	0
ruditapes2_c2340	2	3
ruditapes2_c2341	5	3
ruditapes2_c2342	2	5
ruditapes2_c2343	7	17
ruditapes2_c2344	26	43
ruditapes2_c2345	0	0
ruditapes2_c2346	0	0
ruditapes2_c2347	0	1
ruditapes2_c2348	3	4
ruditapes2_c2349	0	0
ruditapes2_c235	4	4
ruditapes2_c2350	1	0
ruditapes2_c2351	1	1
ruditapes2_c2352	124	213
ruditapes2_c2353	0	0
ruditapes2_c2354	2	0
ruditapes2_c2355	2	4
ruditapes2_c2356	4	8
ruditapes2_c2357	0	1
ruditapes2_c2358	22	23
ruditapes2_c236	0	0
ruditapes2_c2360	0	0
ruditapes2_c2361	0	0
ruditapes2_c2362	5	4
ruditapes2_c2363	7	11
ruditapes2_c2364	0	1
ruditapes2_c2365	5	7
ruditapes2_c2366	0	0
ruditapes2_c2367	8	7
ruditapes2_c2368	17	24
ruditapes2_c2369	1	4
ruditapes2_c237	47	74
ruditapes2_c2370	0	0
ruditapes2_c2371	37	52
ruditapes2_c2372	0	0
ruditapes2_c2373	3	12
ruditapes2_c2374	1	1
ruditapes2_c2375	0	0
ruditapes2_c2376	3	6
ruditapes2_c2377	3	6
ruditapes2_c2379	0	0
ruditapes2_c238	0	0
ruditapes2_c2380	19	18
ruditapes2_c2381	3	1
ruditapes2_c2382	7	16
ruditapes2_c2383	4	9
ruditapes2_c2384	2	3
ruditapes2_c2385	2	2
ruditapes2_c2386	0	0
ruditapes2_c2387	0	0
ruditapes2_c2388	96	117
ruditapes2_c2389	0	1
ruditapes2_c239	95	161
ruditapes2_c2390	3	3
ruditapes2_c2391	1	3
ruditapes2_c2392	2	2
ruditapes2_c2393	4	9
ruditapes2_c2394	0	0
ruditapes2_c2395	0	1
ruditapes2_c2396	6	10
ruditapes2_c2397	0	1
ruditapes2_c2398	0	0
ruditapes2_c2399	7	11
ruditapes2_c24	79	119
ruditapes2_c240	3	4
ruditapes2_c2400	2	4
ruditapes2_c2401	3	5
ruditapes2_c2402	2	3
ruditapes2_c2403	0	0
ruditapes2_c2404	1	2
ruditapes2_c2405	5	2
ruditapes2_c2406	0	0
ruditapes2_c2407	1	2
ruditapes2_c2408	2	4
ruditapes2_c2409	0	0
ruditapes2_c241	37	32
ruditapes2_c2410	2	2
ruditapes2_c2411	10	9
ruditapes2_c2412	1	3
ruditapes2_c2413	31	45
ruditapes2_c2414	1	1
ruditapes2_c2415	0	0
ruditapes2_c2416	0	0
ruditapes2_c2417	37	54
ruditapes2_c2418	16	22
ruditapes2_c2419	7	16
ruditapes2_c242	0	0
ruditapes2_c2420	2	0
ruditapes2_c2421	3	2
ruditapes2_c2422	1	0
ruditapes2_c2423	21	38
ruditapes2_c2424	11	17
ruditapes2_c2425	1	0
ruditapes2_c2426	1	1
ruditapes2_c2427	0	0
ruditapes2_c2428	5	6
ruditapes2_c2429	0	0
ruditapes2_c243	6	13
ruditapes2_c2430	7	11
ruditapes2_c2431	53	66
ruditapes2_c2432	0	0
ruditapes2_c2433	2	2
ruditapes2_c2434	1	0
ruditapes2_c2435	25	25
ruditapes2_c2436	30	33
ruditapes2_c2437	0	0
ruditapes2_c2438	0	0
ruditapes2_c2439	0	0
ruditapes2_c244	94	143
ruditapes2_c2440	1	2
ruditapes2_c2441	0	0
ruditapes2_c2443	5	9
ruditapes2_c2444	21	49
ruditapes2_c2446	4	3
ruditapes2_c2447	6	21
ruditapes2_c2448	2	1
ruditapes2_c2449	4	6
ruditapes2_c245	155	92
ruditapes2_c2450	1	4
ruditapes2_c2451	1	2
ruditapes2_c2452	1	0
ruditapes2_c2453	5	13
ruditapes2_c2454	3	5
ruditapes2_c2455	0	0
ruditapes2_c2456	0	0
ruditapes2_c2457	5	5
ruditapes2_c2458	0	0
ruditapes2_c2459	1	1
ruditapes2_c246	346	285
ruditapes2_c2460	0	1
ruditapes2_c2461	0	0
ruditapes2_c2462	2	3
ruditapes2_c2463	6	9
ruditapes2_c2464	1	2
ruditapes2_c2465	3	7
ruditapes2_c2467	7	10
ruditapes2_c2468	0	2
ruditapes2_c2469	5	8
ruditapes2_c247	2	3
ruditapes2_c2470	0	0
ruditapes2_c2471	17	37
ruditapes2_c2472	2	3
ruditapes2_c2473	1	0
ruditapes2_c2474	2	6
ruditapes2_c2475	12	11
ruditapes2_c2476	0	0
ruditapes2_c2477	0	0
ruditapes2_c2478	5	5
ruditapes2_c2479	1	1
ruditapes2_c248	59	147
ruditapes2_c2481	7	15
ruditapes2_c2482	1	2
ruditapes2_c2483	2	2
ruditapes2_c2484	3	2
ruditapes2_c2485	4	7
ruditapes2_c2486	5	3
ruditapes2_c2487	0	0
ruditapes2_c2488	1	1
ruditapes2_c2489	5	6
ruditapes2_c249	5	10
ruditapes2_c2490	0	0
ruditapes2_c2491	3	1
ruditapes2_c2492	1	10
ruditapes2_c2493	90	207
ruditapes2_c2494	22	17
ruditapes2_c2495	5	10
ruditapes2_c2496	1	1
ruditapes2_c2497	0	1
ruditapes2_c2498	0	0
ruditapes2_c2499	1	1
ruditapes2_c25	240	331
ruditapes2_c250	198	254
ruditapes2_c2500	0	0
ruditapes2_c2501	5	5
ruditapes2_c2502	1	1
ruditapes2_c2503	14	35
ruditapes2_c2504	0	0
ruditapes2_c2505	7	7
ruditapes2_c2506	0	5
ruditapes2_c2507	8	16
ruditapes2_c2508	0	0
ruditapes2_c2509	4	8
ruditapes2_c251	3	12
ruditapes2_c2510	0	0
ruditapes2_c2511	1	4
ruditapes2_c2512	8	14
ruditapes2_c2513	3	3
ruditapes2_c2514	42	137
ruditapes2_c2515	3	1
ruditapes2_c2516	0	0
ruditapes2_c2517	0	0
ruditapes2_c2518	8	7
ruditapes2_c2519	1	0
ruditapes2_c252	0	1
ruditapes2_c2520	2	1
ruditapes2_c2521	7	16
ruditapes2_c2522	0	0
ruditapes2_c2523	8	16
ruditapes2_c2524	1	2
ruditapes2_c2525	23	35
ruditapes2_c2526	7	24
ruditapes2_c2527	2	8
ruditapes2_c2528	1	4
ruditapes2_c2529	0	0
ruditapes2_c253	35	82
ruditapes2_c2530	11	11
ruditapes2_c2531	5	11
ruditapes2_c2532	10	11
ruditapes2_c2533	4	6
ruditapes2_c2534	0	0
ruditapes2_c2535	10	9
ruditapes2_c2536	0	0
ruditapes2_c2537	0	0
ruditapes2_c2538	10	15
ruditapes2_c2539	0	2
ruditapes2_c254	5	11
ruditapes2_c2540	3	9
ruditapes2_c2541	1	1
ruditapes2_c2542	1	4
ruditapes2_c2543	0	0
ruditapes2_c2544	7	15
ruditapes2_c2545	0	0
ruditapes2_c2546	5	8
ruditapes2_c2547	0	0
ruditapes2_c2548	1	0
ruditapes2_c2549	17	279
ruditapes2_c255	307	715
ruditapes2_c2550	1	2
ruditapes2_c2551	0	1
ruditapes2_c2552	9	10
ruditapes2_c2553	17	28
ruditapes2_c2554	1	1
ruditapes2_c2555	0	0
ruditapes2_c2556	3	3
ruditapes2_c2557	1	2
ruditapes2_c2558	19	35
ruditapes2_c2559	0	1
ruditapes2_c256	0	0
ruditapes2_c2560	1	3
ruditapes2_c2561	13	24
ruditapes2_c2562	0	0
ruditapes2_c2563	5	11
ruditapes2_c2564	2	2
ruditapes2_c2565	6	14
ruditapes2_c2566	4	5
ruditapes2_c2567	0	0
ruditapes2_c2568	0	0
ruditapes2_c2569	6	2
ruditapes2_c257	0	0
ruditapes2_c2570	0	0
ruditapes2_c2571	28	33
ruditapes2_c2572	1	1
ruditapes2_c2573	0	0
ruditapes2_c2574	0	0
ruditapes2_c2575	2	1
ruditapes2_c2576	0	0
ruditapes2_c2577	3	3
ruditapes2_c2578	1	1
ruditapes2_c2579	0	1
ruditapes2_c258	34	68
ruditapes2_c2580	4	2
ruditapes2_c2581	16	66
ruditapes2_c2582	3	7
ruditapes2_c2583	2	3
ruditapes2_c2584	4	6
ruditapes2_c2585	1	1
ruditapes2_c2586	1	1
ruditapes2_c2587	4	2
ruditapes2_c2588	3	3
ruditapes2_c2589	0	1
ruditapes2_c259	330	672
ruditapes2_c2590	15	53
ruditapes2_c2591	2	13
ruditapes2_c2592	2	1
ruditapes2_c2593	14	27
ruditapes2_c2594	2	2
ruditapes2_c2595	1	0
ruditapes2_c2596	0	0
ruditapes2_c2597	1	2
ruditapes2_c2598	0	0
ruditapes2_c2599	1	2
ruditapes2_c26	10	15
ruditapes2_c260	35	38
ruditapes2_c2600	0	0
ruditapes2_c2601	7	12
ruditapes2_c2602	0	0
ruditapes2_c2603	0	0
ruditapes2_c2604	1	2
ruditapes2_c2605	0	0
ruditapes2_c2607	10	33
ruditapes2_c2608	0	0
ruditapes2_c2609	9	34
ruditapes2_c261	2	1
ruditapes2_c2610	1	2
ruditapes2_c2611	0	0
ruditapes2_c2614	0	0
ruditapes2_c2616	1	2
ruditapes2_c2618	0	0
ruditapes2_c2619	1	0
ruditapes2_c262	3	2
ruditapes2_c2620	7	11
ruditapes2_c2621	0	0
ruditapes2_c2622	0	0
ruditapes2_c2623	1	1
ruditapes2_c2624	2	5
ruditapes2_c2625	4	4
ruditapes2_c2626	14	32
ruditapes2_c2627	22	40
ruditapes2_c2628	2	3
ruditapes2_c2629	0	0
ruditapes2_c263	2	2
ruditapes2_c2630	5	8
ruditapes2_c2631	3	3
ruditapes2_c2632	0	1
ruditapes2_c2633	1	1
ruditapes2_c2634	1	1
ruditapes2_c2635	2	10
ruditapes2_c2636	2	6
ruditapes2_c2637	0	1
ruditapes2_c2638	25	23
ruditapes2_c2639	3	4
ruditapes2_c264	17	15
ruditapes2_c2640	6	7
ruditapes2_c2641	122	140
ruditapes2_c2642	4	4
ruditapes2_c2643	5	8
ruditapes2_c2644	0	0
ruditapes2_c2645	0	0
ruditapes2_c2646	4	7
ruditapes2_c2647	50	85
ruditapes2_c2648	0	1
ruditapes2_c2649	2	3
ruditapes2_c265	1	0
ruditapes2_c2650	2	0
ruditapes2_c2651	1	3
ruditapes2_c2652	2	1
ruditapes2_c2653	1	0
ruditapes2_c2655	4	7
ruditapes2_c2656	10	33
ruditapes2_c2657	11	37
ruditapes2_c2658	1	3
ruditapes2_c266	26	55
ruditapes2_c2660	2	0
ruditapes2_c2661	0	0
ruditapes2_c2662	22	27
ruditapes2_c2663	5	4
ruditapes2_c2664	0	0
ruditapes2_c2665	9	52
ruditapes2_c2666	1	1
ruditapes2_c2667	1	0
ruditapes2_c2668	2	2
ruditapes2_c2669	0	0
ruditapes2_c267	9	14
ruditapes2_c2670	17	12
ruditapes2_c2671	5	14
ruditapes2_c2672	1	2
ruditapes2_c2673	0	0
ruditapes2_c2674	0	0
ruditapes2_c2675	9	5
ruditapes2_c2676	14	16
ruditapes2_c2677	1	0
ruditapes2_c2678	0	0
ruditapes2_c2679	2	7
ruditapes2_c268	46	120
ruditapes2_c2680	1	41
ruditapes2_c2681	0	1
ruditapes2_c2682	1	0
ruditapes2_c2683	0	0
ruditapes2_c2684	14	17
ruditapes2_c2685	0	4
ruditapes2_c2686	1	8
ruditapes2_c2687	9	22
ruditapes2_c2688	5	4
ruditapes2_c2689	1	0
ruditapes2_c269	0	1
ruditapes2_c2690	1	2
ruditapes2_c2691	10	24
ruditapes2_c2692	0	2
ruditapes2_c2693	5	7
ruditapes2_c2694	1	3
ruditapes2_c2695	1	2
ruditapes2_c2696	0	0
ruditapes2_c2697	9	11
ruditapes2_c2698	1	1
ruditapes2_c2699	0	1
ruditapes2_c27	2	1
ruditapes2_c270	5	6
ruditapes2_c2700	0	0
ruditapes2_c2701	45	33
ruditapes2_c2702	5	7
ruditapes2_c2703	8	9
ruditapes2_c2704	1	4
ruditapes2_c2705	10	15
ruditapes2_c2706	31	29
ruditapes2_c2708	3	7
ruditapes2_c2709	1	1
ruditapes2_c271	0	0
ruditapes2_c2710	4	6
ruditapes2_c2711	4	14
ruditapes2_c2712	17	16
ruditapes2_c2713	1	3
ruditapes2_c2714	0	0
ruditapes2_c2715	34	68
ruditapes2_c2716	14	20
ruditapes2_c2717	42	106
ruditapes2_c2718	2	1
ruditapes2_c2719	0	1
ruditapes2_c272	44	350
ruditapes2_c2720	7	24
ruditapes2_c2721	2	5
ruditapes2_c2722	0	0
ruditapes2_c2723	7	14
ruditapes2_c2724	3	4
ruditapes2_c2725	1	1
ruditapes2_c2726	0	0
ruditapes2_c2727	42	59
ruditapes2_c2728	0	4
ruditapes2_c2729	5	6
ruditapes2_c273	22	39
ruditapes2_c2730	26	118
ruditapes2_c2731	0	0
ruditapes2_c2732	1	3
ruditapes2_c2733	8	13
ruditapes2_c2735	1	1
ruditapes2_c2736	6	8
ruditapes2_c2737	3	3
ruditapes2_c2738	3	7
ruditapes2_c2739	1	5
ruditapes2_c274	57	176
ruditapes2_c2740	20	58
ruditapes2_c2741	26	53
ruditapes2_c2742	6	17
ruditapes2_c2743	0	0
ruditapes2_c2744	1	3
ruditapes2_c2745	10	15
