Contig	BARN	MASH
Mmercenaria_contig_7646	453	354
Mmercenaria_contig_7647	1175	492
Mmercenaria_contig_7648	1346	1244
Mmercenaria_contig_7649	422	300
Mmercenaria_contig_765	101	79
Mmercenaria_contig_7650	792	654
Mmercenaria_contig_7651	272	118
Mmercenaria_contig_7652	262	176
Mmercenaria_contig_7653	970	667
Mmercenaria_contig_7654	164	128
Mmercenaria_contig_7655	790	1587
Mmercenaria_contig_7656	148	136
Mmercenaria_contig_7657	476	280
Mmercenaria_contig_7658	471	346
Mmercenaria_contig_7659	380	697
Mmercenaria_contig_766	65	32
Mmercenaria_contig_7660	188	207
Mmercenaria_contig_7661	98	133
Mmercenaria_contig_7662	345	253
Mmercenaria_contig_7663	409	310
Mmercenaria_contig_7664	474	265
Mmercenaria_contig_7665	97	76
Mmercenaria_contig_7666	267	129
Mmercenaria_contig_7667	142	110
Mmercenaria_contig_7668	325	278
Mmercenaria_contig_7669	611	468
Mmercenaria_contig_767	89	40
Mmercenaria_contig_7670	137	84
Mmercenaria_contig_7671	1710	1430
Mmercenaria_contig_7672	427	299
Mmercenaria_contig_7673	100	121
Mmercenaria_contig_7674	139	122
Mmercenaria_contig_7675	459	522
Mmercenaria_contig_7676	162	284
Mmercenaria_contig_7677	98	89
Mmercenaria_contig_7678	295	326
Mmercenaria_contig_7679	420	307
Mmercenaria_contig_768	257	17
Mmercenaria_contig_7680	157	143
Mmercenaria_contig_7681	224	332
Mmercenaria_contig_7682	530	539
Mmercenaria_contig_7683	7237	4388
Mmercenaria_contig_7684	138	173
Mmercenaria_contig_7685	652	580
Mmercenaria_contig_7686	139	94
Mmercenaria_contig_7687	920	571
Mmercenaria_contig_7688	174	177
Mmercenaria_contig_7689	154	200
Mmercenaria_contig_769	58	49
Mmercenaria_contig_7690	110	61
Mmercenaria_contig_7691	57	64
Mmercenaria_contig_7692	826	489
Mmercenaria_contig_7693	1166	922
Mmercenaria_contig_7694	1729	1301
Mmercenaria_contig_7695	29	127
Mmercenaria_contig_7696	83	89
Mmercenaria_contig_7697	1483	381
Mmercenaria_contig_7698	31	62
Mmercenaria_contig_7699	592	590
Mmercenaria_contig_77	111	61
Mmercenaria_contig_770	22	52
Mmercenaria_contig_7700	444	417
Mmercenaria_contig_7701	209	281
Mmercenaria_contig_7702	99	120
Mmercenaria_contig_7703	245	211
Mmercenaria_contig_7704	377	353
Mmercenaria_contig_7705	680	708
Mmercenaria_contig_7706	117	114
Mmercenaria_contig_7707	464	441
Mmercenaria_contig_7708	307	389
Mmercenaria_contig_7709	51	70
Mmercenaria_contig_771	40	29
Mmercenaria_contig_7710	175	168
Mmercenaria_contig_7711	120	338
Mmercenaria_contig_7712	188	67
Mmercenaria_contig_7713	518	301
Mmercenaria_contig_7714	133	126
Mmercenaria_contig_7715	282	269
Mmercenaria_contig_7716	350	253
Mmercenaria_contig_7717	85	90
Mmercenaria_contig_7718	1343	465
Mmercenaria_contig_7719	2382	2031
Mmercenaria_contig_772	184	109
Mmercenaria_contig_7720	143	163
Mmercenaria_contig_7721	190	238
Mmercenaria_contig_7722	51	43
Mmercenaria_contig_7723	328	420
Mmercenaria_contig_7724	346	208
Mmercenaria_contig_7725	65	189
Mmercenaria_contig_7726	395	251
Mmercenaria_contig_7727	279	219
Mmercenaria_contig_7728	924	866
Mmercenaria_contig_7729	132	72
Mmercenaria_contig_773	309	195
Mmercenaria_contig_7730	1411	1346
Mmercenaria_contig_7731	365	271
Mmercenaria_contig_7732	133	330
Mmercenaria_contig_7733	356	603
Mmercenaria_contig_7734	1175	816
Mmercenaria_contig_7735	899	941
Mmercenaria_contig_7736	308	294
Mmercenaria_contig_7737	396	386
Mmercenaria_contig_7738	178	132
Mmercenaria_contig_7739	711	794
Mmercenaria_contig_774	49	27
Mmercenaria_contig_7740	111	113
Mmercenaria_contig_7741	216	179
Mmercenaria_contig_7742	231	199
Mmercenaria_contig_7743	163	230
Mmercenaria_contig_7744	615	602
Mmercenaria_contig_7745	378	238
Mmercenaria_contig_7746	1241	2015
Mmercenaria_contig_7747	97	82
Mmercenaria_contig_7748	370	323
Mmercenaria_contig_7749	1565	637
Mmercenaria_contig_775	86	65
Mmercenaria_contig_7750	85	156
Mmercenaria_contig_7751	1374	881
Mmercenaria_contig_7752	259	215
Mmercenaria_contig_7753	476	308
Mmercenaria_contig_7754	120	106
Mmercenaria_contig_7755	1756	1276
Mmercenaria_contig_7756	124	104
Mmercenaria_contig_7757	515	527
Mmercenaria_contig_7758	252	117
Mmercenaria_contig_7759	778	619
Mmercenaria_contig_776	89	51
Mmercenaria_contig_7760	470	264
Mmercenaria_contig_7761	183	154
Mmercenaria_contig_7762	280	213
Mmercenaria_contig_7763	1634	418
Mmercenaria_contig_7764	125	87
Mmercenaria_contig_7765	533	459
Mmercenaria_contig_7766	229	100
Mmercenaria_contig_7767	635	482
Mmercenaria_contig_7768	131	107
Mmercenaria_contig_7769	2120	1615
Mmercenaria_contig_777	34	43
Mmercenaria_contig_7770	7648	11835
Mmercenaria_contig_7771	157	100
Mmercenaria_contig_7772	149	129
Mmercenaria_contig_7773	151	960
Mmercenaria_contig_7774	1127	1579
Mmercenaria_contig_7775	410	281
Mmercenaria_contig_7776	121	68
Mmercenaria_contig_7777	143	97
Mmercenaria_contig_7778	927	826
Mmercenaria_contig_7779	69	83
Mmercenaria_contig_778	83	61
Mmercenaria_contig_7780	273	264
Mmercenaria_contig_7781	758	509
Mmercenaria_contig_7782	415	225
Mmercenaria_contig_7783	812	640
Mmercenaria_contig_7784	147	88
Mmercenaria_contig_7785	47	41
Mmercenaria_contig_7786	161	126
Mmercenaria_contig_7787	979	441
Mmercenaria_contig_7788	128	155
Mmercenaria_contig_7789	1254	708
Mmercenaria_contig_779	92	55
Mmercenaria_contig_7790	353	175
Mmercenaria_contig_7791	163	77
Mmercenaria_contig_7792	83	70
Mmercenaria_contig_7793	1960	1904
Mmercenaria_contig_7794	67	75
Mmercenaria_contig_7795	453	563
Mmercenaria_contig_7796	109	125
Mmercenaria_contig_7797	87	136
Mmercenaria_contig_7798	21	28
Mmercenaria_contig_7799	202	115
Mmercenaria_contig_78	270	148
Mmercenaria_contig_780	124	57
Mmercenaria_contig_7800	1184	975
Mmercenaria_contig_7801	77	158
Mmercenaria_contig_7802	380	143
Mmercenaria_contig_7803	135	140
Mmercenaria_contig_7804	557	548
Mmercenaria_contig_7805	354	258
Mmercenaria_contig_7806	71	84
Mmercenaria_contig_7807	248	273
Mmercenaria_contig_7808	135	63
Mmercenaria_contig_7809	1206	1024
Mmercenaria_contig_781	54	50
Mmercenaria_contig_7810	68	85
Mmercenaria_contig_7811	7	128
Mmercenaria_contig_7812	517	1145
Mmercenaria_contig_7813	156	162
Mmercenaria_contig_7814	217	212
Mmercenaria_contig_7815	117	99
Mmercenaria_contig_7816	52	39
Mmercenaria_contig_7817	119	64
Mmercenaria_contig_7818	213	215
Mmercenaria_contig_7819	775	604
Mmercenaria_contig_782	109	47
Mmercenaria_contig_7820	284	145
Mmercenaria_contig_7821	148	53
Mmercenaria_contig_7822	45	69
Mmercenaria_contig_7823	477	437
Mmercenaria_contig_7824	175	151
Mmercenaria_contig_7825	212	212
Mmercenaria_contig_7826	1287	465
Mmercenaria_contig_7827	277	258
Mmercenaria_contig_7828	52	167
Mmercenaria_contig_7829	627	455
Mmercenaria_contig_783	138	63
Mmercenaria_contig_7830	475	361
Mmercenaria_contig_7831	43	455
Mmercenaria_contig_7832	454	187
Mmercenaria_contig_7833	50	33
Mmercenaria_contig_7834	471	516
Mmercenaria_contig_7835	366	251
Mmercenaria_contig_7836	974	295
Mmercenaria_contig_7837	81	77
Mmercenaria_contig_7838	245	153
Mmercenaria_contig_7839	316	298
Mmercenaria_contig_784	92	60
Mmercenaria_contig_7840	147	280
Mmercenaria_contig_7841	103	97
Mmercenaria_contig_7842	377	236
Mmercenaria_contig_7843	91	88
Mmercenaria_contig_7844	111	78
Mmercenaria_contig_7845	1047	744
Mmercenaria_contig_7846	227	181
Mmercenaria_contig_7847	149	109
Mmercenaria_contig_7848	1571	554
Mmercenaria_contig_7849	39	59
Mmercenaria_contig_785	151	97
Mmercenaria_contig_7850	34	63
Mmercenaria_contig_7851	678	193
Mmercenaria_contig_7852	246	445
Mmercenaria_contig_7853	162	116
Mmercenaria_contig_7854	51	47
Mmercenaria_contig_7855	45	39
Mmercenaria_contig_7856	939	236
Mmercenaria_contig_7857	75	72
Mmercenaria_contig_7858	67	61
Mmercenaria_contig_7859	396	325
Mmercenaria_contig_786	170	105
Mmercenaria_contig_7860	524	519
Mmercenaria_contig_7861	123	86
Mmercenaria_contig_7862	216	197
Mmercenaria_contig_7863	327	277
Mmercenaria_contig_7864	217	220
Mmercenaria_contig_7865	317	196
Mmercenaria_contig_7866	1076	787
Mmercenaria_contig_7867	391	269
Mmercenaria_contig_7868	1224	761
Mmercenaria_contig_7869	325	164
Mmercenaria_contig_787	95	57
Mmercenaria_contig_7870	101	99
Mmercenaria_contig_7871	253	221
Mmercenaria_contig_7872	79	43
Mmercenaria_contig_7873	1678	1276
Mmercenaria_contig_7874	277	242
Mmercenaria_contig_7875	303	62
Mmercenaria_contig_7876	195	139
Mmercenaria_contig_7877	73	104
Mmercenaria_contig_7878	87	96
Mmercenaria_contig_7879	80	98
Mmercenaria_contig_788	291	199
Mmercenaria_contig_7880	64	35
Mmercenaria_contig_7881	267	176
Mmercenaria_contig_7882	653	836
Mmercenaria_contig_7883	104	104
Mmercenaria_contig_7884	8846	7118
Mmercenaria_contig_7885	20	78
Mmercenaria_contig_7886	137	73
Mmercenaria_contig_7887	57	28
Mmercenaria_contig_7888	1211	479
Mmercenaria_contig_7889	86	60
Mmercenaria_contig_789	56	81
Mmercenaria_contig_7890	173	124
Mmercenaria_contig_7891	1368	955
Mmercenaria_contig_7892	1367	768
Mmercenaria_contig_7893	164	167
Mmercenaria_contig_7894	94	89
Mmercenaria_contig_7895	235	147
Mmercenaria_contig_7896	156	85
Mmercenaria_contig_7897	280	289
Mmercenaria_contig_7898	949	789
Mmercenaria_contig_7899	76	62
Mmercenaria_contig_79	161	130
Mmercenaria_contig_790	38	39
Mmercenaria_contig_7900	217	121
Mmercenaria_contig_7901	125	82
Mmercenaria_contig_7902	579	411
Mmercenaria_contig_7903	643	326
Mmercenaria_contig_7904	130	138
Mmercenaria_contig_7905	56	40
Mmercenaria_contig_7906	474	466
Mmercenaria_contig_7907	367	420
Mmercenaria_contig_7908	114	53
Mmercenaria_contig_7909	813	649
Mmercenaria_contig_791	93	48
Mmercenaria_contig_7910	327	222
Mmercenaria_contig_7911	429	400
Mmercenaria_contig_7912	283	215
Mmercenaria_contig_7913	671	624
Mmercenaria_contig_7914	358	233
Mmercenaria_contig_7915	180	128
Mmercenaria_contig_7916	150	238
Mmercenaria_contig_7917	369	381
Mmercenaria_contig_7918	119	88
Mmercenaria_contig_7919	220	39
Mmercenaria_contig_792	65	32
Mmercenaria_contig_7920	382	205
Mmercenaria_contig_7921	60	202
Mmercenaria_contig_7922	571	890
Mmercenaria_contig_7923	161	112
Mmercenaria_contig_7924	294	127
Mmercenaria_contig_7925	28	27
Mmercenaria_contig_7926	263	225
Mmercenaria_contig_7927	131	161
Mmercenaria_contig_7928	616	422
Mmercenaria_contig_7929	115	183
Mmercenaria_contig_793	32	30
Mmercenaria_contig_7930	248	287
Mmercenaria_contig_7931	42	18
Mmercenaria_contig_7932	168	137
Mmercenaria_contig_7933	535	318
Mmercenaria_contig_7934	3616	1026
Mmercenaria_contig_7935	150	136
Mmercenaria_contig_7936	914	836
Mmercenaria_contig_7937	510	278
Mmercenaria_contig_7938	284	195
Mmercenaria_contig_7939	130	196
Mmercenaria_contig_794	67	74
Mmercenaria_contig_7940	339	244
Mmercenaria_contig_7941	108	207
Mmercenaria_contig_7942	50	63
Mmercenaria_contig_7943	278	180
Mmercenaria_contig_7944	522	286
Mmercenaria_contig_7945	403	307
Mmercenaria_contig_7946	484	248
Mmercenaria_contig_7947	1026	96
Mmercenaria_contig_7948	90	23
Mmercenaria_contig_7949	362	213
Mmercenaria_contig_795	79	61
Mmercenaria_contig_7950	529	259
Mmercenaria_contig_7951	143	279
Mmercenaria_contig_7952	54	181
Mmercenaria_contig_7953	291	220
Mmercenaria_contig_7954	232	249
Mmercenaria_contig_7955	548	21
Mmercenaria_contig_7956	170	145
Mmercenaria_contig_7957	132	221
Mmercenaria_contig_7958	425	388
Mmercenaria_contig_7959	188	119
Mmercenaria_contig_796	78	33
Mmercenaria_contig_7960	56	39
Mmercenaria_contig_7961	82	106
Mmercenaria_contig_7962	676	260
Mmercenaria_contig_7963	158	109
Mmercenaria_contig_7964	51	55
Mmercenaria_contig_7965	255	225
Mmercenaria_contig_7966	56	69
Mmercenaria_contig_7967	39	34
Mmercenaria_contig_7968	1203	736
Mmercenaria_contig_7969	251	210
Mmercenaria_contig_797	146	93
Mmercenaria_contig_7970	110	94
Mmercenaria_contig_7971	430	595
Mmercenaria_contig_7972	242	276
Mmercenaria_contig_7973	227	197
Mmercenaria_contig_7974	26	38
Mmercenaria_contig_7975	66	43
Mmercenaria_contig_7976	177	149
Mmercenaria_contig_7977	116	99
Mmercenaria_contig_7978	99	94
Mmercenaria_contig_7979	7774	10882
Mmercenaria_contig_798	182	68
Mmercenaria_contig_7980	276	140
Mmercenaria_contig_7981	71	84
Mmercenaria_contig_7982	271	235
Mmercenaria_contig_7983	682	718
Mmercenaria_contig_7984	357	316
Mmercenaria_contig_7985	74	59
Mmercenaria_contig_7986	2	199
Mmercenaria_contig_7987	171	74
Mmercenaria_contig_7988	148	115
Mmercenaria_contig_7989	35	45
Mmercenaria_contig_799	190	75
Mmercenaria_contig_7990	236	147
Mmercenaria_contig_7991	64	51
Mmercenaria_contig_7992	709	464
Mmercenaria_contig_7993	22	21
Mmercenaria_contig_7994	2410	1150
Mmercenaria_contig_7995	162	71
Mmercenaria_contig_7996	181	124
Mmercenaria_contig_7997	352	327
Mmercenaria_contig_7998	1824	1050
Mmercenaria_contig_7999	413	272
Mmercenaria_contig_8	95	110
Mmercenaria_contig_80	239	188
Mmercenaria_contig_800	74	60
Mmercenaria_contig_8000	15	109
Mmercenaria_contig_8001	1060	431
Mmercenaria_contig_8002	81	195
Mmercenaria_contig_8003	130	161
Mmercenaria_contig_8004	48	94
Mmercenaria_contig_8005	111	106
Mmercenaria_contig_8006	507	119
Mmercenaria_contig_8007	44	41
Mmercenaria_contig_8008	107	57
Mmercenaria_contig_8009	49	61
Mmercenaria_contig_801	326	197
Mmercenaria_contig_8010	954	700
Mmercenaria_contig_8011	133	68
Mmercenaria_contig_8012	348	256
Mmercenaria_contig_8013	230	258
Mmercenaria_contig_8014	47	47
Mmercenaria_contig_8015	885	981
Mmercenaria_contig_8016	1461	1273
Mmercenaria_contig_8017	200	286
Mmercenaria_contig_8018	18	17
Mmercenaria_contig_8019	176	126
Mmercenaria_contig_802	113	72
Mmercenaria_contig_8020	1438	571
Mmercenaria_contig_8021	103	89
Mmercenaria_contig_8022	698	452
Mmercenaria_contig_8023	741	469
Mmercenaria_contig_8024	84	62
Mmercenaria_contig_8025	180	84
Mmercenaria_contig_8026	327	75
Mmercenaria_contig_8027	33	78
Mmercenaria_contig_8028	203	79
Mmercenaria_contig_8029	166	104
Mmercenaria_contig_803	112	59
Mmercenaria_contig_8030	265	152
Mmercenaria_contig_8031	438	373
Mmercenaria_contig_8032	42	75
Mmercenaria_contig_8033	144	73
Mmercenaria_contig_8034	96	103
Mmercenaria_contig_8035	163	113
Mmercenaria_contig_8036	501	371
Mmercenaria_contig_8037	36	30
Mmercenaria_contig_8038	22	15
Mmercenaria_contig_8039	344	152
Mmercenaria_contig_804	57	19
Mmercenaria_contig_8040	64	44
Mmercenaria_contig_8041	971	1019
Mmercenaria_contig_8042	698	473
Mmercenaria_contig_8043	64	70
Mmercenaria_contig_8044	295	253
Mmercenaria_contig_8045	32	209
Mmercenaria_contig_8046	473	636
Mmercenaria_contig_8047	218	147
Mmercenaria_contig_8048	396	177
Mmercenaria_contig_8049	2625	2740
Mmercenaria_contig_805	43	30
Mmercenaria_contig_8050	112	98
Mmercenaria_contig_8051	16	77
Mmercenaria_contig_8052	195	136
Mmercenaria_contig_8053	34	31
Mmercenaria_contig_8054	61	98
Mmercenaria_contig_8055	364	260
Mmercenaria_contig_8056	536	519
Mmercenaria_contig_8057	50	64
Mmercenaria_contig_8058	185	130
Mmercenaria_contig_8059	134	117
Mmercenaria_contig_806	84	98
Mmercenaria_contig_8060	386	268
Mmercenaria_contig_8061	405	284
Mmercenaria_contig_8062	2647	1060
Mmercenaria_contig_8063	322	178
Mmercenaria_contig_8064	1400	1457
Mmercenaria_contig_8065	387	294
Mmercenaria_contig_8066	565	349
Mmercenaria_contig_8067	58	95
Mmercenaria_contig_8068	677	631
Mmercenaria_contig_8069	306	192
Mmercenaria_contig_807	26	60
Mmercenaria_contig_8070	140	114
Mmercenaria_contig_8071	427	180
Mmercenaria_contig_8072	60	69
Mmercenaria_contig_8073	99	111
Mmercenaria_contig_8074	50	31
Mmercenaria_contig_8075	166	256
Mmercenaria_contig_8076	18	154
Mmercenaria_contig_8077	145	103
Mmercenaria_contig_8078	352	177
Mmercenaria_contig_8079	136	91
Mmercenaria_contig_808	129	72
Mmercenaria_contig_8080	1050	792
Mmercenaria_contig_8081	17	107
Mmercenaria_contig_8082	2890	1923
Mmercenaria_contig_8083	532	211
Mmercenaria_contig_8084	679	564
Mmercenaria_contig_8085	279	260
Mmercenaria_contig_8086	70	60
Mmercenaria_contig_8087	36	93
Mmercenaria_contig_8088	527	216
Mmercenaria_contig_8089	108	89
Mmercenaria_contig_809	176	113
Mmercenaria_contig_8090	100	67
Mmercenaria_contig_8091	98	65
Mmercenaria_contig_8092	287	265
Mmercenaria_contig_8093	125	133
Mmercenaria_contig_8094	3965	991
Mmercenaria_contig_8095	48	29
Mmercenaria_contig_8096	234	233
Mmercenaria_contig_8097	75	91
Mmercenaria_contig_8098	482	337
Mmercenaria_contig_8099	192	134
Mmercenaria_contig_81	81	87
Mmercenaria_contig_810	66	22
Mmercenaria_contig_8100	166	105
Mmercenaria_contig_8101	62	51
Mmercenaria_contig_8102	975	507
Mmercenaria_contig_8103	68	70
Mmercenaria_contig_8104	169	82
Mmercenaria_contig_8105	216	166
Mmercenaria_contig_8106	293	114
Mmercenaria_contig_8107	103	102
Mmercenaria_contig_8108	106	284
Mmercenaria_contig_8109	238	110
Mmercenaria_contig_811	12	87
Mmercenaria_contig_8110	129	78
Mmercenaria_contig_8111	263	151
Mmercenaria_contig_8112	235	155
Mmercenaria_contig_8113	216	213
Mmercenaria_contig_8114	618	189
Mmercenaria_contig_8115	77	73
Mmercenaria_contig_8116	195	84
Mmercenaria_contig_8117	127	167
Mmercenaria_contig_8118	152	134
Mmercenaria_contig_8119	0	71
Mmercenaria_contig_812	83	81
Mmercenaria_contig_8120	284	170
Mmercenaria_contig_8121	234	239
Mmercenaria_contig_8122	708	631
Mmercenaria_contig_8123	190	128
Mmercenaria_contig_8124	4	106
Mmercenaria_contig_8125	87	98
Mmercenaria_contig_8126	38	59
Mmercenaria_contig_8127	85	53
Mmercenaria_contig_8128	50	39
Mmercenaria_contig_8129	10533	8048
Mmercenaria_contig_813	59	60
Mmercenaria_contig_8130	186	170
Mmercenaria_contig_8131	294	249
Mmercenaria_contig_8132	212	159
Mmercenaria_contig_8133	668	691
Mmercenaria_contig_8134	1114	541
Mmercenaria_contig_8135	124	108
Mmercenaria_contig_8136	175	132
Mmercenaria_contig_8137	55	42
Mmercenaria_contig_8138	183	107
Mmercenaria_contig_8139	151	113
Mmercenaria_contig_814	44	61
Mmercenaria_contig_8140	218	176
Mmercenaria_contig_8141	112	100
Mmercenaria_contig_8142	174	164
Mmercenaria_contig_8143	72	52
Mmercenaria_contig_8144	627	156
Mmercenaria_contig_8145	454	583
Mmercenaria_contig_8146	80	33
Mmercenaria_contig_8147	533	355
Mmercenaria_contig_8148	156	94
Mmercenaria_contig_8149	171	124
Mmercenaria_contig_815	120	49
Mmercenaria_contig_8150	72	81
Mmercenaria_contig_8151	176	91
Mmercenaria_contig_8152	530	307
Mmercenaria_contig_8153	1216	856
Mmercenaria_contig_8154	12	65
Mmercenaria_contig_8155	126	88
Mmercenaria_contig_8156	51	32
Mmercenaria_contig_8157	61	53
Mmercenaria_contig_8158	146	71
Mmercenaria_contig_8159	134	118
Mmercenaria_contig_816	51	46
Mmercenaria_contig_8160	39	38
Mmercenaria_contig_8161	185	112
Mmercenaria_contig_8162	64	64
Mmercenaria_contig_8163	25	49
Mmercenaria_contig_8164	130	86
Mmercenaria_contig_8165	81	58
Mmercenaria_contig_8166	153	180
Mmercenaria_contig_8167	77	59
Mmercenaria_contig_8168	63	100
Mmercenaria_contig_8169	106	66
Mmercenaria_contig_817	107	53
Mmercenaria_contig_8170	159	135
Mmercenaria_contig_8171	79	44
Mmercenaria_contig_8172	239	138
Mmercenaria_contig_8173	240	247
Mmercenaria_contig_8174	158	86
Mmercenaria_contig_8175	150	83
Mmercenaria_contig_8176	55	72
Mmercenaria_contig_8177	142	57
Mmercenaria_contig_8178	45	37
Mmercenaria_contig_8179	68	93
Mmercenaria_contig_818	103	109
Mmercenaria_contig_8180	85	55
Mmercenaria_contig_8181	307	121
Mmercenaria_contig_8182	351	218
Mmercenaria_contig_8183	84	56
Mmercenaria_contig_8184	575	581
Mmercenaria_contig_8185	86	107
Mmercenaria_contig_8186	112	189
Mmercenaria_contig_8187	91	51
Mmercenaria_contig_8188	1286	743
Mmercenaria_contig_8189	111	72
Mmercenaria_contig_819	52	38
Mmercenaria_contig_8190	202	86
Mmercenaria_contig_8191	64	28
Mmercenaria_contig_8192	127	90
Mmercenaria_contig_8193	108	67
Mmercenaria_contig_8194	105	80
Mmercenaria_contig_8195	3801	2215
Mmercenaria_contig_8196	647	401
Mmercenaria_contig_8197	811	1559
Mmercenaria_contig_8198	170	141
Mmercenaria_contig_8199	271	254
Mmercenaria_contig_82	165	278
Mmercenaria_contig_820	49	64
Mmercenaria_contig_8200	46	26
Mmercenaria_contig_8201	256	205
Mmercenaria_contig_8202	42	23
Mmercenaria_contig_8203	1711	933
Mmercenaria_contig_8204	253	225
Mmercenaria_contig_8205	106	53
Mmercenaria_contig_8206	159	154
Mmercenaria_contig_8207	105	322
Mmercenaria_contig_8208	807	571
Mmercenaria_contig_8209	108	80
Mmercenaria_contig_821	43	35
Mmercenaria_contig_8210	296	76
Mmercenaria_contig_8211	187	54
Mmercenaria_contig_8212	60	161
Mmercenaria_contig_8213	2467	1609
Mmercenaria_contig_8214	578	468
Mmercenaria_contig_8215	145	115
Mmercenaria_contig_8216	109	81
Mmercenaria_contig_8217	57	40
Mmercenaria_contig_8218	88	67
Mmercenaria_contig_8219	333	228
Mmercenaria_contig_822	37	23
Mmercenaria_contig_8220	528	789
Mmercenaria_contig_8221	154	155
Mmercenaria_contig_8222	248	250
Mmercenaria_contig_8223	595	433
Mmercenaria_contig_8224	262	370
Mmercenaria_contig_8225	258	101
Mmercenaria_contig_8226	40	33
Mmercenaria_contig_8227	32	19
Mmercenaria_contig_8228	14	34
Mmercenaria_contig_8229	74	54
Mmercenaria_contig_823	299	177
Mmercenaria_contig_8230	65	144
Mmercenaria_contig_8231	109	37
Mmercenaria_contig_8232	64	24
Mmercenaria_contig_8233	74	62
Mmercenaria_contig_8234	543	132
Mmercenaria_contig_8235	72	120
Mmercenaria_contig_8236	135	90
Mmercenaria_contig_8237	161	182
Mmercenaria_contig_8238	126	173
Mmercenaria_contig_8239	23	16
